HOT_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Status,Warning,Type_strain,16S_rRNA,Clone_count,Clone_%,Clone_rank,Synonyms,NCBI_taxon_id,NCBI_pubmed_count,NCBI_nucleotide_count,NCBI_protein_count,Genome_ID,General_info,Cultivability,Phenotypic_characteristics,Prevalence,Disease,References
389,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,defectiva,Named,,ATCC 49176,AY207063,236,0.68,28,Streptococcus defectivus,46125,74,308,3903,SEQF1595,Abiotrophia defectiva was originally named Streptococcus defectivus [6].&nbsp; Fastidious streptococci that grew as satellite colonies around other microorganisms or in complex media enriched with cysteine were&nbsp;originally described as nutritionally variant streptococci (NVS) by Frenkel and Hirsch&nbsp;[7].&nbsp; Kawamura et al.&nbsp;recognized that&nbsp;S. defectivus and other NVS were not members of the genus&nbsp;Streptococcus&nbsp; and created the genus Abiotrophia [1]&nbsp;,Requires 10 mg/l pyrixoxal hydrochloride or 100 mg/l L-cysteine for growth [1],"Gram-positive cocci.&nbsp; Nonmotile, nonsporulating, catalase negative, and oxidase negative.&nbsp; Facultatively anaerobic with complex growth requirements.&nbsp; Grows as satellite colonies adjacent to Staphylococcus epidermidis [1].&nbsp; ","Abiotrophia defectiva is a common member of the human oral cavity, pharynx, intestine and urogenital tracts.&nbsp; In a study examining the normal microflora of the oral cavity&nbsp;it was recovered from buccal, hard palate, tooth surface and subgingival sites [3].&nbsp;&nbsp; ","In a study of microbial risk indicators of early childhood caries, Abiotrophia defectiva was significantly more abundant in caries free&nbsp;vs caries active subjects [4].&nbsp; The organism has also been associated with bacterial endocarditis [2,5]",Int J Syst Bacteriol. 1995 Oct;45(4):798-803[PID:7547302]|Int J Syst Bacteriol. 1989 Jul; 39(3):290-294|Intern Med. 2004 Oct;43(10):1000-4[PID:15575256]|J Clin Microbiol. 2005 Nov;43(11):5753-9[PID:16272513]|J Clin Microbiol. 2005 Nov;43(11):5721-32[PID:16272510]|J Clin Microbiol. 2001 Oct;39(10):3520-3[PID:11574566]|Nature. 1961 191:728-730
392,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 392,Phylotype,,,AY207053,5,0.01,343,Oral Clone P2PB_51,,0,5,0,,N/A,,,,,
393,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,sp. oral taxon 393,Unnamed,,,AY207059,8,0.02,309,Oral Strain KCL-P4P_31|Oral Strain KCL-W5159,,0,21,3178,SEQF1857,N/A,,,,,
395,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,sp. oral taxon 395,Dropped,,,AY207057,2,0.01,409,Oral Clone P4GB_100,,0,2,0,,N/A,,,,,
396,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp. oral taxon 396,Phylotype,,,AY207050,1,0,459,Oral Clone P4PB_83,,0,1,0,,N/A,,,,,
398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,dentisani,Named,,DSM 27088,AY207051,410,1.18,14,Oral Clone P2PA_41,,1,146,3867,SEQF1682|SEQF1999,N/A,,,,,
402,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales [F-1],Clostridiales [F-1][G-2],sp. oral taxon 402,Phylotype,,,AY207065,4,0.01,365,Oral Clone P4PA_66,,0,0,0,,N/A,,,,,
406,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,sp. oral taxon 406,Phylotype,,,AY005032,33,0.09,152,Oral Clone AK168,,0,0,0,,N/A,,,,,
407,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacteriaceae [G-2],sp. oral taxon 407,Phylotype,,,AY278612,1,0,459,Oral Clone C5AKM003,,0,0,0,,N/A,,,,,
408,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,sp. oral taxon 408,Phylotype,,,AY278636,2,0.01,409,Oral Clone C4AKM094,,0,2,0,,N/A,,,,,
411,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis II,Named,,,AY278629|AY278634|AY278635|EF399017,366,1.05,15,Oral Clone C2MKM006|Oral Clone C4MKM110|Oral Clone C5AKM109|Streptococcus parasanguinis|Streptococcus parasanguis,1318,0,0,0,SEQF1702,N/A,,,,,
412,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,sp. oral taxon 412,Unnamed,,,AY278613,7,0.02,320,Oral Clone C2MKM106,,0,133,4096,SEQF1909,N/A,,,,,
414,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 414,Phylotype,,,AY278610,7,0.02,320,Oral Clone C3ALM064,,0,7,0,SEQF2745,N/A,,,,,
416,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,sp. oral taxon 416,Unnamed,,,AY278623,101,0.29,75,Oral Clone C3MLM018,,0,101,0,SEQF2658,N/A,,,,,
417,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 417,Phylotype,,,AY278621,8,0.02,309,Oral Clone C3MKM102,,0,8,0,,N/A,,,,,
418,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,parafarraginis,Named,,,AY278619,17,0.05,218,Oral Strain KCL-C4M_55|Oral Strain KCL-W6353,,6,559,6334,SEQF1862,N/A,,,,,
419,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Stomatobaculum,longum,Named,,DSM 24645,AY278618|HM120209,33,0.09,152,Oral Clone C4ALM087|Moryella sp. HOT-419,,1,30,4111,SEQF2481|SEQF2765,"Taxa in this cluster had been provisionally been placed in the genus Moryella because of their proximity to Moryella indoligenes.  However, Epstein  has named HOT-419 Stomatobaculum longum, and so this oral clade we will now place in the genus Stomatobaculum.",,,,,
420,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum subsp. animalis,Named,,,AY278616|AY278617|X55404,255,0.73,25,Oral Clone C4AKM033|Oral Clone C4AKM080,,2,2289,20854,SEQF2065|SEQF1883|SEQF2530|SEQF2531|SEQF2539,Note: The taxonomy and phylogeny of the Fusobacterium nucleatum subspecies and related&nbsp;Fusobacterium periodontium and Fusobacterium naviforme is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid Fusobacterium nucleatum subspecies.,,,,,
422,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,sp. oral taxon 422,Phylotype,,,AY278614,14,0.04,236,Oral Clone C4MKM119,,0,14,0,,N/A,,,,,
423,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 423,Unnamed,,,AY278630,1,0,459,Oral Clone C2MKM128,,0,1,0,,N/A,,,,,
424,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,kisonensis,Named,,,AY278620,11,0.03,267,Oral Strain KCL-C4M_47|Oral Strain KCL-W6466,,1,469,6627,SEQF1861,N/A,,,,,
431,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 431,Unnamed,,,AY278633,140,0.4,49,Oral Clone C4AKM023,,0,140,0,SEQF2786,N/A,,,,,
435,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae [VIII],Syntrophomonadaceae [VIII][G-1],sp. oral taxon 435,Phylotype,,,AY341821,3,0.01,387,Oral Clone P4PB_66,,0,0,0,,N/A,,,,,
436,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],sp. oral taxon 436,Phylotype,,,AY341819,1,0,459,Oral Clone P4PB_06,,0,0,0,,N/A,,,,,
437,Bacteria,Saccharibacteria (TM7),TM7 [C-1],TM7 [O-1],TM7 [F-2],TM7 [G-5],sp. oral taxon 437,Dropped,,,AY331416,12,0.03,255,Oral Clone P4PB_40,,0,0,0,,This oral taxon is only 7 bases different from TM7 oral taxon 356 and was therefore merged with that taxon.  The reference sequence for Oral Clone P4PB_40 {AY331416} is now been added as a second reference sequence for TM7 oral taxon 356,,,,,
439,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineae [G-1],sp. oral taxon 439,Unnamed,,,AY331414,1,0,459,Oral Clone P2PB_23,,0,0,0,SEQF2639|SEQF2640|SEQF2641,N/A,,,,,
442,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 442,Phylotype,,,AY341820,6,0.02,332,Oral Clone P4PA_145,,0,6,0,,N/A,,,,,
443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp. oral taxon 443,Phylotype,,,AY331415,1,0,459,Oral Clone P4PB_24,,0,1,0,,N/A,,,,,
446,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 446,Dropped,,,AY349363,12,0.03,255,Oral Clone IO076,,0,12,0,,N/A,,,,,
448,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 448,Unnamed,,,AY349365,107,0.31,68,Oral Clone IP073,,0,203,5029,SEQF1701,N/A,,,,,
449,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 449,Dropped,,,AY349366,2,0.01,409,Oral Clone IP081,,0,2,0,,N/A,,,,,
451,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Catonella,sp. oral taxon 451,Phylotype,,,AY349369,4,0.01,365,Oral Clone FL037,,0,4,0,,N/A,,,,,
452,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,sp. oral taxon 452,Dropped,,,AY349370,1,0,459,Oral Clone JC001,,0,0,0,,N/A,,,,,
453,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,sp. oral taxon 453,Dropped,,,AY349371,1,0,459,JV006,,0,0,0,,N/A,,,,,
455,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Butyrivibrio,sp. oral taxon 455,Phylotype,,,AY349374,1,0,459,Oral Clone GI038,,0,0,0,,N/A,,,,,
457,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Oribacterium,sinus,Named,,,AY349377|AF481222,48,0.14,131,Oral Clone JN088,237576,2,395,5261,SEQF1607,N/A,,,,,
458,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp. oral taxon 458,Unnamed,,,AY349380,12,0.03,255,Oral Clone JM053,,0,214,4144,SEQF2445,N/A,,,,,
459,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,sp. oral taxon 459,Phylotype,,,AY349381,1,0,459,Oral Clone ID059,,0,1,0,,N/A,,,,,
461,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,ultunensis,Named,,CCUG 48460,AY349383,103,0.3,73,Oral Clone HT070,,0,102,0,,N/A,,,,,
462,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 462,Dropped,,,AY349384,8,0.02,309,Oral Clone GT018,,0,8,0,,N/A,,,,,
463,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 463,Phylotype,,,AY349385,9,0.03,294,Oral Clone GT020,,0,9,0,,N/A,,,,,
465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,zoogleoformans,Named,,,L16488,0,0,0,Bacterium zoogleiformans|Capsularis zoogleiformans,28119,2,5,1,,N/A,,,,,
466,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,tannerae,Named,,,AJ005634,64,0.18,102,Oral Strain TFI-F0032|Prevotella tanneriae,76122,1,124,5591,SEQF1597|SEQF2756,N/A,,,,,
467,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-1],[Eubacterium] sulci,Named,,,AJ006963,20,0.06,198,Fusobacterium sulci,143393,0,0,0,SEQF2744,N/A,,,,,
468,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,Named,,,AB018486,46,0.13,137,Bacillus natto|Bacillus uniflagellatus|Bacillus globigii|Vibrio subtilis,1423,29183,22367,255090,SEQF1173|SEQF1171|SEQF1004|SEQF1007|SEQF1011|SEQF2038|SEQF2324|SEQF2039|SEQF2289|SEQF2290|SEQF2291|SEQF2292|SEQF2293,N/A,,,,,
469,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica,Named,,,AY349395,78,0.22,89,Bacterium melaninogenicum|Bacteroides melaninogenicus|Fusiformis nigrescens|Hemophilus melaninogenicus|Ristella melaninogenica,28132,546,458,11522,SEQF1142|SEQF1800|SEQF2734,N/A,,,,,
472,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp. oral taxon 472,Unnamed,,,AY349398,15,0.04,228,Oral Clone GI032|Oral Strain TFI-F0046,,0,287,5865,SEQF1617,N/A,,,,,
473,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp. oral taxon 473,Unnamed,,,AY349399|AY349402,31,0.09,162,Oral Clone HF050|Oral Clone IK062|Oral Strain TFI-F0040,,0,0,0,SEQF1899,N/A,,,,,
474,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp. oral taxon 474,Dropped,,,AY349400,4,0.01,365,Oral Clone ID019,,0,0,0,,N/A,,,,,
475,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp. oral taxon 475,Unnamed,,,AY349401,1,0,459,Oral Clone IK053,,0,1,0,SEQF1945,N/A,,,,,
476,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava,Named,,,AJ239291,51,0.15,125,Micrococcus subflavus,28449,73,224,5040,SEQF1165,N/A,,,,,
477,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,stutzeri,Named,,,AF063219,5,0.01,343,Pseudomonas perfectimarina|Pseudomonas perfectomarinus|Achromobacter sewerinii|Achromobacter stutzeri|Bacillus denitrificans|Bacillus nitrogenes|Bacillus stutzeri|Bacterium stutzeri|Pseudomonas perfectomarina|Pseudomonas stanieri,316,828,4069,139747,SEQF1303|SEQF2382|SEQF2170|SEQF2171|SEQF2333|SEQF2513|SEQF2521,N/A,,,,,
478,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 478,Phylotype,,,AY349404,6,0.02,332,Oral Clone GI064,,0,6,0,SEQF2752,N/A,,,,,
479,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 479,Lost,,,AY349405,36,0.1,149,Oral Clone GT010,,0,36,0,,N/A,,,,,
481,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 481,Lost,,,AY349407,14,0.04,236,Oral Clone IK004,,0,14,0,,N/A,,,,,
483,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonellaceae [G-1],sp. oral taxon 483,Phylotype,,,AY349410,2,0.01,409,Oral Clone JS031,,0,0,0,,N/A,,,,,
484,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,tonsillarum,Named,,,AB034201,0,0,0,Erysipelothrix rhusiopathiae,38402,19,27,1678,SEQF2490,N/A,,,,,
485,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,Named,,,M11223,10,0.03,280,Achromobacter radiobacter|Alcaligenes radiobacter|Bacillus radiobacter|Bacterium radiobacter|Pseudomonas radiobacter|Agrobacterium radiobacter|Bacterium tumefaciens|Phytomonas tumefaciens|Polymonas tumefaciens|Pseudomonas tumefaciens,358,5235,7363,104544,SEQF2482|SEQF2321|SEQF1087|SEQF2035|SEQF2322|SEQF1167,N/A,,,,,
486,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 486,Dropped,,,AY349413,3,0.01,387,Oral Clone GK051,,0,3,0,,N/A,,,,,
487,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sp. oral taxon 487,Dropped,,,AY349414,2,0.01,409,Oral Clone GM006,,0,1,0,,N/A,,,,,
488,Bacteria,Saccharibacteria (TM7),TM7 [C-1],TM7 [O-1],TM7 [F-1],TM7 [G-1],sp. oral taxon 488,Phylotype,,,AY349415,1,0,459,Oral Clone HD027,,0,0,0,,N/A,,,,,
490,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 490,Phylotype,,,AY349417,3,0.01,387,Oral Clone JU025,,0,3,0,,N/A,,,,,
493,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-5],sp. oral taxon 493,Phylotype,,,AY349373,1,0,459,Oral Clone JH012,,0,0,0,,N/A,,,,,
494,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnoanaerobaculum,saburreum,Named,,JCM11021,AB525414|AY349376,109,0.31,66,Eubacterium saburreum| Oral Clone IR009,467210,2,627,11518,SEQF1886|SEQF1962|SEQF2760|SEQF2761,"Recently renamed in paper ""Lachnoanaerobaculum a new genus in Lachnospiraceae; characterization of Lachnoanaerobaculum umeaense gen. nov., sp. nov., isolated from human small intestine, Lachnoanaerobaculum orale gen. nov., sp. nov., isolated from saliva and reclassification of Eubacterium saburreum (Prevot) Holdeman and Moore 1970 as Lachnoanaerobaculum saburreum comb. nov"". PMID: 22228654. &nbsp;The genome for this strain is available as Eubacterium saburreum DSM 3986 (AEPW00000000).&nbsp; The name change is not yet refledted for the genome at NCBI (11-02-2012).",,,,,
495,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae [XI],Peptostreptococcaceae [XI][G-3],sp. oral taxon 495,Phylotype,,,AY349378,2,0.01,409,Oral Clone JS001,,0,0,0,,N/A,,,,,
496,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnoanaerobaculum,sp. oral taxon 496,Phylotype,,,AY349379,1,0,459,Oral Clone JI012,,0,0,0,,N/A,,,,,
498,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp. oral taxon 498,Unnamed,,,AY349387,15,0.04,228,IK040,,0,15,0,,N/A,,,,,
499,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,sp. oral taxon 499,Phylotype,,,AY349388,11,0.03,267,Oral Clone JC012,,0,11,0,,N/A,,,,,
500,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae [XIV],Lachnospiraceae [G-8],sp. oral taxon 500,Unnamed,,,AY349389,5,0.01,343,Oral Clone JM048,,0,0,0,SEQF2663,N/A,,,,,
501,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,sp. oral taxon 501,Phylotype,,,AY349409,2,0.01,409,Oral Clone JI021,,0,2,0,,N/A,,,,,
502,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,sp. oral taxon 502,Dropped,,,to be deposited,10,0.03,280,Oral Clone MD028,,0,11,0,,N/A,,,,,
503,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-3],sp. oral taxon 503,Phylotype,,,DQ003613,1,0,459,Oral Clone MB1_G13,,0,0,0,,N/A,,,,,
504,Bacteria,Firmicutes,Mollicutes,Mollicutes [O-1],Mollicutes [F-1],Mollicutes [G-1],sp. oral taxon 504,Phylotype,,,DQ003614,1,0,459,Mycoplasmataceae genomosp. P1|Oral clone MB1_G23,,0,0,0,,N/A,Currently no known isolate.,Presumptively Gram-positive,,,
505,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-5],sp. oral taxon 505,Phylotype,,,DQ003615,3,0.01,387,Bacteroidales genomosp. P3|Oral Clone MB1_G34,,0,0,0,,N/A,,,,,
507,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-5],sp. oral taxon 507,Phylotype,,,DQ003617,6,0.02,332,Oral Clone MB2_G17,,0,0,0,,N/A,,,,,
508,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 508,Phylotype,,,DQ003618,3,0.01,387,Oral Clone MB2_G19,,0,3,0,,N/A,,,,,
509,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-4],sp. oral taxon 509,Phylotype,,,DQ003619,1,0,459,Oral Clone MB2_P04,,0,0,0,,N/A,,,,,
511,Bacteria,Bacteroidetes,Bacteroidetes [C-1],Bacteroidetes [O-1],Bacteroidetes [F-1],Bacteroidetes [G-5],sp. oral taxon 511,Phylotype,,,DQ003634,4,0.01,365,Oral Clone MB3_C19,,0,0,0,,N/A,,,,,
512,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp. oral taxon 512,Lost,,,DQ003621,5,0.01,343,Oral Clone MB3_C24,,0,5,0,,N/A,,,,,
513,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp. oral taxon 513,Phylotype,,,DQ003635,4,0.01,365,,,0,4,0,,N/A,,,,,
515,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp. oral taxon 515,Phylotype,,,DQ003622,1,0,459,MB3_P13,,0,1,0,,N/A,,,,,
516,Bacteria,Bacteroidetes,Bacteroidetes [C-2],Bacteroidetes [O-2],Bacteroidetes [F-2],Bacteroidetes [G-6],sp. oral taxon 516,Phylotype,,,DQ003623,2,0.01,409,Oral clone MB3_P19,,0,0,0,,N/A,,,,,
517,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 517,Phylotype,,,DQ003624,5,0.01,343,Oral Clone MB3_P23,,0,5,0,,N/A,,,,,
518,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,sp. oral taxon 518,Phylotype,,,DQ003625,5,0.01,343,Oral Clone MB4_G11,,0,5,0,,N/A,,,,,
521,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,sp. oral taxon 521,Phylotype,,,DQ003628,19,0.05,205,MB5_P06,,0,19,0,,N/A,,,,,
523,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,sp. oral taxon 523,Phylotype,,,DQ003630,2,0.01,409,Oral Clone MB5_P15,,0,2,0,,N/A,,,,,
524,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,atypica,Named,,,DQ003631,208,0.6,30,Oral Clone MB5_P17|Veillonella parvula,39777,30,656,9674,SEQF2243|SEQF1918|SEQF1939,N/A,,,,,
525,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,sp. oral taxon 525,Phylotype,,,DQ003632,13,0.04,244,Oral Clone MB6_C03,,0,13,0,,N/A,,,,,
526,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp. oral taxon 526,Phylotype,,,AY944134|DQ003633,9,0.03,294,Oral Clone MB7_G16|Oral Clone P4P_53,,0,9,0,,N/A,,,,,
529,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,acidophilus,Named,,,AB008203,4,0.01,365,Bacillus acidophilus|Thermobacterium intestinale,1579,2645,3767,29726,SEQF2108|SEQF1761|SEQF1073|SEQF2540|SEQF2551|SEQF2552|SEQF2600|SEQF2601|SEQF2602|SEQF2698,N/A,,,,,
530,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,acnes,Named,,,AF145256,70,0.2,97,Bacillus acnes|Corynebacterium acnes,1747,4031,9572,294747,SEQF2191|SEQF2161|SEQF2192|SEQF2162|SEQF2163|SEQF2164|SEQF2165|SEQF2166|SEQF1801|SEQF1286|SEQF1014|SEQF2189|SEQF2190|SEQF2702,N/A,,,,,
531,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,actinomycetemcomitans,Named,,ATCC 33384|NCTC 9710,M75036,9,0.03,294,Actinobacillus actinomycetemcomitans|Bacterium acetinomycetum|Bacterium actinomycetem|Bacterium comitans|Haemophilus actinomycetemcomitans|Haemophilus actinomyceticomitans,714,2648,8727,76460,SEQF2438|SEQF2320|SEQF2439|SEQF2032|SEQF2033|SEQF1845|SEQF1894|SEQF1074|SEQF2294|SEQF2295|SEQF2296|SEQF2034|SEQF2297|SEQF1953|SEQF2250|SEQF1955|SEQF1954|SEQF2436|SEQF2437|SEQF1707,N/A,,,,,J Med Microbiol. 2002 Dec;51(12):1013-20[PID:12466398]|Annu Rev Microbiol. 2003;57:29-55[PID:14527274]
534,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens,Named,,,D50540,515,1.48,9,Abiotrophia adiacens|Abiotrophia adjacens|Streptococcus adjacens,46124,55,626,3846,SEQF1605,N/A,,,,,
535,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,aegyptius,Named,,,M75044,5,0.01,343,Bacterium pseudo|Bacillus aegyptius|Bacillus conjunctivitidis|Bacterium aegyptiacum|Bacterium conjunctivitis|Hemophilus conjunctivitidis,197575,57,164,3068,SEQF1963,N/A,,,,,
536,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,aeruginosa,Named,,,Z76651,133,0.38,54,probable synonym|Bacillus aeruginosus|Bacillus pyocyaneus|Bacterium aeruginosum|Bacterium pyocyaneum|Micrococcus pyocyaneus|Pseudomonas polycolor|Pseudomonas pyocyanea,287,49842,120751,1571459,SEQF1015|SEQF2193|SEQF1295|SEQF2194|SEQF1619|SEQF2167|SEQF2168|SEQF1991|SEQF1992|SEQF1297|SEQF1298|SEQF1290|SEQF1291|SEQF1296|SEQF2696|SEQF2697,N/A,,,,,
